Name,Surah,Ayat,Arabic,Translation1,Translation2,Translation3,Tafaseer1,Tafaseer2
The Troops,39,8,وَإِذَا مَسَّ ٱلإِنسَانَ ضُرٌّ دَعَا رَبَّهُ مُنِيباً إِلَيْهِ ثُمَّ إِذَا خَوَّلَهُ نِعْمَةً مِّنْهُ نَسِيَ مَا كَانَ يَدْعُوۤ إِلَيْهِ مِن قَبْلُ وَجَعَلَ لِلَّهِ أَندَاداً لِّيُضِلَّ عَن سَبِيلِهِ قُلْ تَمَتَّعْ بِكُفْرِكَ قَلِيلاً إِنَّكَ مِنْ أَصْحَابِ ٱلنَّارِ,"And when some suffering afflicts man, he turns to his Lord and cries out. Then when (Allah) grants him some blessing from Himself, he forgets that (suffering) which he used to beseech relief from. And (then) he sets up (idols) as partners with Allah to make (others also) lose His way. Say: ‘(O disbeliever,) profit a little (worldly gain) from your disbelief; you are certainly of the inmates of Hell.","When some affliction visits a man, he calls upon his Lord, turning to him; then when He confers on him a blessing from Him he forgets that he was calling to before and sets up compeers to God, to lead astray from His way. Say: ’Enjoy thy unbelief a little; thou shalt be among the inhabitants of the Fire.’","And when some hurt toucheth man, he crieth unto his Lord, turning unto Him (repentant). Then, when He granteth him a boon from Him he forgetteth that for which he cried unto Him before, and setteth up rivals to Allah that he may beguile (men) from his way. Say (O Muhammad, unto such an one): Take pleasure in thy disbelief a while. Lo! thou art of the owners of the Fire.",And when distress befalls a person that is the disbeliever he supplicates his Lord he implores turning returning to Him penitently. Then when He bestows on him a grace from Himself he forgets he neglects Him Whom he had supplicated implored before namely God in other words mā functions as min ‘whom’ and sets up equals associates with God that he may lead others astray read li-yadilla or li-yudilla from His way — from the religion of Islam. Say ‘Revel in your ingratitude for a while — for the remainder of your term of life. You shall indeed be among the inhabitants of the Fire’.,"(And when some hurt) hardship and trial (toucheth man) the disbelieving man, i.e. Abu Jahl and his host, (he crieth unto his Lord) to lift away the hardship and trial, (turning unto Him) with prayers. (Then, when He grants him) then, when He changes into (a boon from Him he forgeteth that for which he cried unto Him before) before the blessing, (and setteth up rivals) and equals (to Allah that he may beguile (men) from His way) from His religion and obedience. (Say) to Abu Jahl: (Take pleasure in thy disbelief) dwell in your disbelief (a while) a little in the life of this world. (Lo! thou art of the owners of the Fire) you are of the inhabitants of the Fire."
The Romans,30,33,وَإِذَا مَسَّ ٱلنَّاسَ ضُرٌّ دَعَوْاْ رَبَّهُمْ مُّنِيبِينَ إِلَيْهِ ثُمَّ إِذَآ أَذَاقَهُمْ مِّنْهُ رَحْمَةً إِذَا فَرِيقٌ مِّنْهُمْ بِرَبِّهِمْ يُشْرِكُونَ,"And when suffering afflicts people, they call upon their Lord turning towards Him, but when He delights them with the taste of mercy from Him, then some of them straight away start setting up partners with their Lord,","When some affliction visits mankind, they call unto their Lord, turning to Him; then, when He lets them taste mercy from Him, lo, a party of them assign associates to their Lord,","And when harm toucheth men they cry unto their Lord, turning to Him in repentance; then, when they have tasted of His mercy, behold! some of them attribute partners to their Lord",And when some distress some hardship befalls people that is people such as the Meccan disbelievers they call on their Lord turning returning in penitence to Him alone. Then when He lets them taste mercy from Him by way of rain lo! a party of them ascribe partners to their Lord.,"(And when harm) hardship (toucheth men) the people of Mecca (they cry unto their Lord) to relieve them from the hardship, (turning to Him in repentance) and supplications; (then, when they have tasted of His mercy) of His blessing, (behold! some of them) some of the disbelievers (attribute partners to their Lord) their consider idols His partners."
The Children of Israel,17,67,وَإِذَا مَسَّكُمُ ٱلْضُّرُّ فِي ٱلْبَحْرِ ضَلَّ مَن تَدْعُونَ إِلاَّ إِيَّاهُ فَلَمَّا نَجَّاكُمْ إِلَى ٱلْبَرِّ أَعْرَضْتُمْ وَكَانَ ٱلإِنْسَانُ كَفُوراً,"And when some adversity afflicts you in the sea, then (all) those (idols) disappear (from your minds) you keep worshipping apart from Him (Allah Whom you remember at that time). Then, when He rescues you and takes you safe ashore, (you once again) start turning away (from Him). And man has happened to be extremely thankless!","And when affliction visits you upon the sea, then there go astray those on whom you call except Him; and when He delivers you to land, you turn away; man is ever unthankful.","And when harm toucheth you upon the sea, all unto whom ye cry (for succour) fail save Him (alone), but when He bringeth you safe to land, ye turn away, for man was ever thankless.",And when distress difficulty befalls you at sea such as fear of drowning those whom you are wont to invoke are no longer present those whom you are wont to worship of gods are no longer present and so you do not call on them — except Him exalted be He for on Him alone you do call because you are suffering a distress which only He can remove. But when He delivers you from drowning and brings you to land you are rejective of God’s Oneness for man is ever ungrateful ever denying God’s graces.,"(And when harm) hardship and tribulation (toucheth you upon the sea, all unto whom ye cry (for succour) fail) you leave the idols which you worship, and you do not ask them to save you, (save Him (alone)) you only ask Allah to save you, (but when He bringeth you safe to land, ye turn away) from thanking Him and declaring His divine Oneness, (for man) the disbelieving man (was ever thankless) He denies the bounties of Allah."
The Ascending Stairways,70,21,وَإِذَا مَسَّهُ ٱلْخَيْرُ مَنُوعاً,"But becomes miserly when he receives good fortune (or affluence),","when good visits him, grudging,","And, when good befalleth him, grudging;",and when good befalls him he is grudging at the point of that good befalling him that is to say when wealth befalls him he is grudging to give of it what is due to God;,"(And, when good) wealth and abundance (befalleth him, grudging) he does not give thanks and withholds the right of Allah which is due from it;"
The Table Spread,5,58,وَإِذَا نَادَيْتُمْ إِلَى ٱلصَّلاَةِ ٱتَّخَذُوهَا هُزُواً وَلَعِباً ذٰلِكَ بِأَنَّهُمْ قَوْمٌ لاَّ يَعْقِلُونَ,"And when you call (the people) to Prayer (by means of the Adhan—the Call to Prayer), these (people) take it as fun and sport because they are a people who have no sense (at all).","and when you call to prayer, take it in mockery and as a sport; that is because they are a people who have no understanding.",And when ye call to prayer they take it for a jest and sport. That is because they are a folk who understand not.,And those who when you make the call to prayer take it that is the prayer in mockery and as a game mocking it and laughing at it among themselves; that mocking attitude is because they are a people who do not understand.,"(And when ye call to prayer) through the call to prayer (adhan) and the call announcing the start of the prayer (iqamah) (they take it for a jest and sport) they take it as a joke and falsehood. (That) jest (is because they are a folk who understand not) Allah's command nor do they know Allah's divine Oneness nor His religion. This verse was revealed about a Jewish man who used to poke fun at Bilal's call to prayer, and so Allah burned him."
The Ant,27,82,وَإِذَا وَقَعَ ٱلْقَوْلُ عَلَيْهِم أَخْرَجْنَا لَهُمْ دَآبَّةً مِّنَ ٱلأَرْضِ تُكَلِّمُهُمْ أَنَّ ٱلنَّاسَ كَانُوا بِآيَاتِنَا لاَ يُوقِنُونَ,"And when the time to execute Our command (of torment) against them comes, We shall bring out for them from the earth a beast who will converse with them because people do not have certitude in Our signs.","When the Word falls on them, We shall bring forth for them out of the earth a beast that shall speak unto them: ’Mankind had no faith in Our signs.’","And when the word is fulfilled concerning them, We shall bring forth a beast of the earth to speak unto them because mankind had not faith in Our revelations.",And when the word of judgement falls upon them when they deserve that chastisement befalls them as well as all other disbelievers We shall bring forth for them a beast from the earth which shall speak to them saying that is which shall speak in Arabic to those who are alive at the time when it appears among its other statements it will say to them on Our behalf ‘Indeed mankind read tukallimuhum inna’l-nāsa; a variant has tukallimuhum bi-anna’l-nāsa ‘to tell them that mankind’ had no faith in Our signs’ in other words they did not believe in the Qur’ān and what it comprises of the mention of resurrection reckoning and requital. With its the beast’s appearance the enjoining of decency and forbidding of indecency will cease and thereafter no disbeliever will believe — just as God revealed to Noah when He said to him None of your people will believe except he who has already believed Q. 1136.,"(And when the word) bringing curse and torment upon them (is fulfilled concerning them, We shall bring forth a beast of the earth) between the Safa and al-Marwah, and this is the staff of Moses; it is also said that this beast will come with the staff of Moses (to speak unto them because mankind had not faith) they did not believe (in Our revelations) i.e. in Muhammad (pbuh) and the Qur'an; and it is also said that this means: they did not believe in the advent of the beast."
The Story,28,53,وَإِذَا يُتْلَىٰ عَلَيْهِمْ قَالُوۤاْ آمَنَّا بِهِ إِنَّهُ ٱلْحَقُّ مِن رَّبِّنَآ إنَّا كُنَّا مِن قَبْلِهِ مُسْلِمِينَ,"And when (the Qur’an) is recited to them, they say: ‘We believe in it; verily, it is the truth from our Lord. In fact, we had become Muslims (i.e., the yielding) even before this.’","and, when it is recited to them, they say, ’We believe in it; surely it is the truth from our Lord. Indeed, even before’ it we had surrendered.’","And when it is recited unto them, they say: We believe in it. Lo! it is the Truth from our Lord. Lo! even before it we were of those who surrender (unto Him).",And when it is recited to them the Qur’ān they say ‘We believe in it. It is indeed the Truth from our Lord. Lo! even before it we had submitted’ we affirmed God’s Oneness.,(And when it is recited unto them) and when the Qur'an is recited to them expositing the attributes and description of Muhammad (pbuh) (they say: We believe in it) we believe in Muhammad (pbuh) and in the Qur'an. (Lo! it is the Truth from our Lord. Lo! even before it) before the recitation of the Qur'an to us (we were of those who surrender (unto Him)) we were of those who believe in Muhammad (pbuh) and the Qur'an.
The Romans,30,36,وَإِذَآ أَذَقْنَا ٱلنَّاسَ رَحْمَةً فَرِحُواْ بِهَا وَإِن تُصِبْهُمْ سَيِّئَةٌ بِمَا قَدَّمَتْ أَيْدِيهِمْ إِذَا هُمْ يَقْنَطُونَ,"And when We delight people with the taste of mercy, they cheer up with that, and when some suffering touches them due to the sins they have already perpetrated, they lose hope at once.","And when We let men taste mercy, they rejoice in it; but if some evil befalls them for that their own hands have forwarded, behold, they despair.","And when We cause mankind to taste of mercy they rejoice therein; but if an evil thing befall them as the consequence of their own deeds, lo! they are in despair!",And when We let people that is people such as the disbelievers of Mecca and others taste some mercy some grace they exult in it an exultation of arrogance. But if some evil some hardship befalls them for what their own hands have sent ahead behold! they despair of mercy. It is in the nature of a believer to give thanks in times of grace and to hope for mercy from his Lord in times of hardship.,"(And when We cause mankind) the disbelievers of Mecca (to taste of mercy) bounty (they rejoice therein) without giving thanks for it; (but if an evil thing) hardship, tightness, drought or sickness (befall them as the consequence of their own deeds) which they did in their state of idolatry, (lo! they are in despair) they despair from the mercy of Allah, and fail to withstand it!"
Jonah,10,21,وَإِذَآ أَذَقْنَا ٱلنَّاسَ رَحْمَةً مِّن بَعْدِ ضَرَّآءَ مَسَّتْهُمْ إِذَا لَهُمْ مَّكْرٌ فِيۤ آيَاتِنَا قُلِ ٱللَّهُ أَسْرَعُ مَكْراً إِنَّ رُسُلَنَا يَكْتُبُونَ مَا تَمْكُرُونَ,"And when We make the people relish (Our) mercy after they are afflicted with distress, their plotting immediately begins against Our signs (consigning Our favour to oblivion). Say: ‘Allah is Swift to punish intrigues.’ Surely, the angels We have sent keep writing whatever plots you contrive.","When We let the people taste mercy after hardship has visited them, lo, they have a device concerning Our signs. Say: ’God is swifter at devising; surely Our messengers are writing down what you are devising.’","And when We cause mankind to taste of mercy after some adversity which had afflicted them, behold! they have some plot against Our revelations. Say: Allah is more swift in plotting. Lo! Our messengers write down that which ye plot.",And when We made people that is the disbelievers of Mecca taste of mercy of rain and fertility after adversity misery and drought that had afflicted them behold! they have some plot concerning Our signs in the way of mockery and denial. Say to them ‘God is swifter at plotting at requiting; surely Our guardian messengers are writing down that which you are plotting’ tamkurūn is also read yamkurūn ‘they are plotting’.,"(And when We cause mankind) when We enable the idolaters (to taste of mercy) blessings (after some adversity) hardship (which had afflicted them, behold! they have some plot against) they give the lie to (Our revelations) Muhammad (pbuh) and the Qur'an. (Say: Allah is more swift in plotting) Allah's punishment is more severe. Allah destroyed them on the Day of Badr. (Lo! Our messengers) who record the deeds of mankind (write down that which you plot) the lies you utter and the transgressions you commit."
The Children of Israel,17,16,وَإِذَآ أَرَدْنَآ أَن نُّهْلِكَ قَرْيَةً أَمَرْنَا مُتْرَفِيهَا فَفَسَقُواْ فِيهَا فَحَقَّ عَلَيْهَا ٱلْقَوْلُ فَدَمَّرْنَاهَا تَدْمِيراً,"And when We resolve to destroy a town, We send (some) command to the rich and the affluent amongst them (so that the common man and the poor may make amends) but they act disobediently in (the town). Thus Our decree (of torment) becomes due against it. Then We totally demolish that town.","And when We desire to destroy a city, We command its men who live at ease, and they commit ungodliness therein, then the Word is realized against it, and We destroy it utterly.","And when We would destroy a township We send commandment to its folk who live at ease, and afterward they commit abomination therein, and so the Word (of doom) hath effect for it, and we annihilate it with complete annihilation.",And when We desire to destroy a town We command its affluent ones those inhabitants of its who enjoy the graces of God meaning its leaders We command them to obedience by the tongue of Our messengers; but they fall into immorality therein rebelling against Our command and so the Word is justified concerning it that it should be chastised and We destroy it utterly We annihilate it by annihilating its inhabitants and leaving it in ruins.,"(And when We would destroy a township We send commandment to its folk who live at ease) We send commandments to its leaders and tyrants to obey; it is also said that this means: We increase the number of its chiefs, tyrants and wealthy people; and it is also said that this means: We rouse against them their tyrants and leaders, (and afterward they commit abomination therein) they commit acts of disobedience therein, (and so the Word (of doom) hath effect for it) its destruction takes effect, (and We annihilate it with complete annihilation) We completely destroy them."
"Fussilat (""They are Expounded"")",41,51,وَإِذَآ أَنْعَمْنَا عَلَى ٱلإِنسَانِ أَعْرَضَ وَنَأَى بِجَانِبِهِ وَإِذَا مَسَّهُ ٱلشَّرُّ فَذُو دُعَآءٍ عَرِيضٍ,"And when We bestow a favour upon man, he turns his face away and, keeping withdrawn, strides far from Us. And when distress touches him, he entreats with lengthy prayers.","And when We bless man, he turns away and withdraws aside; but when evil visits him, he is full of endless prayers.","When We show favour unto man, he withdraweth and turneth aside, but when ill toucheth him then he aboundeth in prayer.",And when We bestow graces upon man insān the generic noun is meant he shows disregard of giving thanks and turns aside turns his head in arrogance a variant reading for nā’a has na’ā; but when ill befalls him he makes prolonged supplications.,"(When We show favour unto man) i.e. to the disbelieving person by giving him wealth and offspring, (he withdraweth) he abstains from giving thanks for it (and turneth aside) and turns away from faith, (but when ill toucheth him) when poverty touches him (then he aboundeth in prayer) asking for wealth; and it is also said that this means: asking for many offspring; the reference here is also to 'Utbah Ibn Rabi'ah."
The Children of Israel,17,83,وَإِذَآ أَنْعَمْنَا عَلَى ٱلإنْسَانِ أَعْرَضَ وَنَأَى بِجَانِبِهِ وَإِذَا مَسَّهُ ٱلشَّرُّ كَانَ يَئُوساً,"And when We bestow upon man (some) blessing, he turns away (from gratitude) and escapes, but when some distress comes upon him, he despairs (i.e., he is neither grateful nor patient).","And when We bless man, he turns away, and withdraws aside; but when evil visits him, he is in despair.","And when We make life pleasant unto man, he turneth away and is averse; and when ill toucheth him he is in despair.",And when We are gracious to man the disbelieving man he is disregardful of giving thanks and turns aside turning his face away in arrogance; but when an ill such as poverty or hardship befalls him he is in despair despondent of God’s mercy.,"(And when We make life pleasant unto man) i.e. the disbeliever, when We bestow upon him abundant wealth and a comfortable life, (he turneth away) from giving thanks or making supplications to Allah (and is averse) stirs away from faith; (and when ill) hardship and poverty (toucheth him he is in despair) from Allah's mercy. This verse was revealed about 'Utbah Ibn Rabi'ah."
Repentance,9,86,وَإِذَآ أُنزِلَتْ سُورَةٌ أَنْ آمِنُواْ بِٱللَّهِ وَجَاهِدُواْ مَعَ رَسُولِهِ ٱسْتَأْذَنَكَ أُوْلُواْ ٱلطَّوْلِ مِنْهُمْ وَقَالُواْ ذَرْنَا نَكُنْ مَّعَ ٱلْقَاعِدِينَ,"And when (such) a Sura (Chapter) is revealed: ‘Believe in Allah and fight in the cause of Allah along with His Messenger (blessings and peace be upon him),’ the affluent and the influential amongst them seek leave from you and say: ‘Leave us. We shall remain with those who sit (behind).’","And when a sura is sent down, saying, ’Believe in God, and struggle with His Messenger,’ the affluent among them ask leave of thee, saying, ’Let us be with the tarriers.’","And when a surah is revealed (which saith): Believe in Allah and strive along with His messenger, the men of wealth among them still ask leave of thee and say: Suffer us to be with those who sit (at home).",And when a sūra that is a section of the Qur’ān is revealed saying ‘Believe in God and strive with His Messenger’ the affluent among them ask leave of you saying ‘Leave us to be with those who sit at home’.,"(And when a surah) from the Qur'an (is revealed (which saith)) as a command: (Believe in Allah) be genuine in your belief in Allah (and strive along with His messenger, the men of wealth among them) among the hypocrites: 'Abdullah Ibn Ubayy, Jadd Ibn Qays and Mu'attib Ibn Qushayr (still ask leave of you) O Muhammad (and say: Suffer us to be with those who sit (at home)) without any excuse."
The Cow,2,124,وَإِذِ ٱبْتَلَىٰ إِبْرَاهِيمَ رَبُّهُ بِكَلِمَاتٍ فَأَتَمَّهُنَّ قَالَ إِنِّي جَاعِلُكَ لِلنَّاسِ إِمَاماً قَالَ وَمِن ذُرِّيَّتِي قَالَ لاَ يَنَالُ عَهْدِي ٱلظَّالِمِينَ,"And (call to mind) when the Lord of Ibrahim (Abraham) tested him with several commands which he fulfilled. (On this) Allah said: ‘I am going to make you the leader of mankind.’ He submitted: ‘And from my children as well?’ Allah said: ‘(Yes, but) My promise does not apply to the transgressors.’","And when his Lord tested Abraham with certain words, and he fulfilled them. He said, ’Behold, I make you a leader for the people.’ Said he, ’And of my seed?’ He said ’My covenant shall not reach the evildoers.’","And (remember) when his Lord tried Abraham with (His) commands, and he fulfilled them, He said: Lo! I have appointed thee a leader for mankind. (Abraham) said: And of my offspring (will there be leaders) ? He said: My covenant includeth not wrong-doers.",And mention when his Lord tested tried Abraham Ibrāhīm also read Ibrāhām with certain words with certain commands and prohibitions with which He charged him it is said that these included the rituals of the Pilgrimage the rinsing of the mouth snuffing up water into the nostrils to clean them cleaning of the teeth trimming facial hair combing of the hair trimming the fingernails shaving armpit and pubic hair circumcision and washing one’s private parts after elimination; and he fulfilled them he performed them thoroughly; He God exalted said to him ‘I make you a leader an exemplar in religion for the people.’ Said he ‘And of my seed?’ my progeny make leaders from among them; He said ‘My covenant of leadership shall not reach the evildoers’ the disbelievers from among them this indicates that the covenant will reach only those who are not evildoers.,"Allah then mentioned His favour upon Abraham, His close friend, saying: (And when his Lord tried Abraham with some words) He commanded him to fulfil ten traits: five in relation to his head and five to his body, (and he fulfilled them) he complied. It is also said that (And when his Lord tried Abraham with some words) means: with every single word he prayed to Allah, (He said) to him: (Lo! I have appointed you a leader for mankind) a vicegerent that people may emulate you. (He) Abraham (said: And of my offspring) make of my offspring vicegerents that people would emulate? (He) Allah (said: My covenant) with you and My promise to you and the honour and mercy I bestowed upon you (includeth not wrong-doers) from among your offspring; it is also said that this means: My covenant will not include the wrong-doers in the Hereafter but it will include them in this life."
The Cow,2,60,وَإِذِ ٱسْتَسْقَىٰ مُوسَىٰ لِقَوْمِهِ فَقُلْنَا ٱضْرِب بِّعَصَاكَ ٱلْحَجَرَ فَٱنفَجَرَتْ مِنْهُ ٱثْنَتَا عَشْرَةَ عَيْناً قَدْ عَلِمَ كُلُّ أُنَاسٍ مَّشْرَبَهُمْ كُلُواْ وَٱشْرَبُواْ مِن رِّزْقِ ٱللَّهِ وَلاَ تَعْثَوْاْ فِي ٱلأَرْضِ مُفْسِدِينَ,"And (recall) when Musa (Moses) prayed for water for his people. We directed: ‘Strike that rock with your stick.’ Then twelve springs gushed out of that (rock). Verily, each clan identified their respective drinking place. (We said:) ‘Eat and drink of the sustenance (given) by Allah, but do not seek to do mischief in the land.’","And when Moses sought water for his people, so We said, ’Strike with thy staff the rock’; and there gushed forth from it twelve fountains; all the people knew now their drinking-place. ’Eat and drink of God’s providing, and mischief not in the earth, doing corruption.’","And when Moses asked for water for his people, We said: Smite with thy staff the rock. And there gushed out therefrom twelve springs (so that) each tribe knew their drinking-place. Eat and drink of that which Allah hath provided, and do not act corruptly, making mischief in the earth.",And mention when Moses sought water for his people for they suffered thirst in the wilderness We said ‘Strike with your staff the rock the one that ran off with his robe a light cube-like rock about the size of a man’s head made of marble and he struck it and there exploded there burst and gushed forth from it twelve fountains equal to the number of tribes each people each tribe among them came to know their drinking-place which they did not share with any of the others. And We said to them ‘Eat and drink of that which God has provided and do not be degenerate in the earth seeking corruption’ mufsidīn is a circumstantial qualifier emphasising its operator the subject of the verb lā ta‘thaw ‘do not be degenerate’ derived from ‘athiya meaning afsada ‘to corrupt’.,"(And when Moses asked for water for his people) in the wilderness, (We said: smite with your staff the rock) that you have with you. This was a rock given to him by Allah. It had 12 nipples that resemble the nipples of women and upon striking each one of these a spring gushed therefrom. (And there gushed out therefrom twelve springs (so that) each tribe knew their drinking place) each tribe knew their own spring. Allah said to them: (Eat) the honey and quails (and drink of) all the springs (that which Allah hath provided. And do not act corruptly, making mischief in the earth) and do not cause mischief on the earth, or act contrary to what Moses commanded."
The Cave,18,16,وَإِذِ ٱعْتَزَلْتُمُوهُمْ وَمَا يَعْبُدُونَ إِلاَّ ٱللَّهَ فَأْوُوا إِلَى ٱلْكَهْفِ يَنْشُرْ لَكُمْ رَبُّكُم مِّن رَّحْمَتِهِ وَيُهَيِّئْ لَكُمْ مِّنْ أَمْرِكُمْ مِّرْفَقاً,"And (those young men mutually discussed:) ‘When you have withdrawn yourselves from them, and those (false gods) which they worship other than Allah, take shelter in (this) cave. Your Lord will open up His mercy for you and will facilitate you in your affair.’","So, when you have gone apart from them and that they serve, excepting God, take refuge in the Cave, and your Lord will unfold to you of His mercy, and will furnish -- you with a gentle issue of your affair.’","And when ye withdraw from them and that which they worship except Allah, then seek refuge in the Cave; your Lord will spread for you of His mercy and will prepare for you a pillow in your plight.",And when you withdraw from them and from that which they worship except God then take refuge in the Cave. Your Lord will reveal for you something of His mercy and prepare for you in your affair some comfort’ read mirfaqan or marfiqan that is to say something for you to find comfort in in the way of lunch or supper.,"(And when ye withdraw from them) and when you leave them and their religion (and that which they worship) of idols beside Allah, therefore worship none (except Allah, then seek refuge in the Cave) enter this Cave; (your Lord will spread for you) He will bestow upon you (of His mercy) of His blessings (and will prepare for you a pillow in your plight) He will prepare for you that which will be kind towards you tomorrow. All this was said by the group of youth."
The Family of 'Imrân,3,187,وَإِذْ أَخَذَ ٱللَّهُ مِيثَاقَ ٱلَّذِينَ أُوتُواْ ٱلْكِتَابَ لَتُبَيِّنُنَّهُ لِلنَّاسِ وَلاَ تَكْتُمُونَهُ فَنَبَذُوهُ وَرَآءَ ظُهُورِهِمْ وَٱشْتَرَوْاْ بِهِ ثَمَناً قَلِيلاً فَبِئْسَ مَا يَشْتَرُونَ,"And (remember) when Allah took a firm promise from those who were given the Book: ‘You shall communicate it clearly and plainly to the people and shall not hide (whatever is described in it),’ they cast this promise behind their backs and sold it for a paltry price. This is an extremely evil transaction on their part.","And when God took compact with those who had been given the Book: ’You shall make it clear unto the people, and not conceal it.’ But they rejected it behind their backs and sold it for a small price -- how evil was that their selling!",And (remember) when Allah laid a charge on those who had received the Scripture (He said): Ye are to expound it to mankind and not to hide it. But they flung it behind their backs and bought thereby a little gain. Verily evil is that which they have gained thereby.,And mention when God made covenant with those who had been given the Scripture that is the pledge taken from them in the Torah ‘You shall expound it read tubayyinunnahu or yubayyinunnahu ‘they shall expound it’ the Book to people and not conceal it’ read taktumūnahu ‘you shall not conceal it’ or yaktumūnahu ‘they shall not conceal it’. But they rejected it they discarded the covenant behind their backs and so they did not act in accordance with it and bought with it they took in its place a small price of this world from the debased among them enjoying supremacy over them in knowledge and they concealed it lest it the supremacy escape them; how evil is what they have bought how evil is this purchase of theirs!,"Then Allah mentioned His covenant with the people of the Book in the Scripture, which required them to exposit the traits and description of His Prophet, saying: (And (remember) when Allah laid a charge on those who had received the Scripture) i.e. the Torah and the Gospel ((He said): Ye are to expound it) the trait and description of Muhammad (to mankind and not to hide it) not to hide these traits and description of Muhammad in their Scripture. (But they flung it behind their backs) and did not act upon it (and bought thereby a little gain) a paltry acquisition in their means of living by hiding the traits and description of Muhammad in their Scripture. (Verily evil is that which they have gained thereby) evil is that which they have chosen for themselves: Judaism and the concealment of the traits and description of Muhammad."
The Family of 'Imrân,3,81,وَإِذْ أَخَذَ ٱللَّهُ مِيثَاقَ ٱلنَّبِيِّيْنَ لَمَآ آتَيْتُكُم مِّن كِتَابٍ وَحِكْمَةٍ ثُمَّ جَآءَكُمْ رَسُولٌ مُّصَدِّقٌ لِّمَا مَعَكُمْ لَتُؤْمِنُنَّ بِهِ وَلَتَنصُرُنَّهُ قَالَ أَأَقْرَرْتُمْ وَأَخَذْتُمْ عَلَىٰ ذٰلِكُمْ إِصْرِي قَالُوۤاْ أَقْرَرْنَا قَالَ فَٱشْهَدُواْ وَأَنَاْ مَعَكُمْ مِّنَ ٱلشَّاهِدِينَ,"And, (O Beloved, recall) when Allah took a firm covenant from the Prophets: ‘When I give you the Book and Wisdom, and then there comes to you the Messenger (who is exalted in glory above all and) who shall validate the Books you will have with you, you shall then, most certainly, believe in him and most surely help him.’ Allah said: ‘Do you affirm, and on this (condition) hold fast to My heavy covenant?’ All submitted: ‘We affirm.’ Allah said: ‘Bear witness then, and I am also with you amongst the witnesses.’","And when God took compact with the Prophets: ’That I have given you of Book and Wisdom; then there shall come to you a Messenger confirming what is with you -- you shall believe in him and you shall help him; do you agree?’ He said. ’And do you take My load on you on that condition?’ They said, ’We do agree.’ God said, ’Bear witness so, and I shall be with you among the witnesses.’","When Allah made (His) covenant with the prophets, (He said): Behold that which I have given you of the Scripture and knowledge. And afterward there will come unto you a messenger, confirming that which ye possess. Ye shall believe in him and ye shall help him. He said: Do ye agree, and will ye take up My burden (which I lay upon you) in this (matter) ? They answered: We agree. He said: Then bear ye witness. I will be a witness with you.",And mention when God made a covenant with the prophets ‘What if read lamā it would be introducing a subject clause and emphasising the aspect of the oath in this ‘making of the covenant’; if it is read limā it would then be connected to the verb akhadha ‘He took’; the mā ‘what’ is a relative particle in both cases meaning la’lladhī or li’lladhī respectively I have given you ātaytukum or in a variant reading ātaynākum ‘We have given you’ of the Book and wisdom; then there shall come to you a messenger confirming what is with you of the Book and wisdom and that is Muhammad (s) — you shall believe in him and you shall help him’ this constitutes the response to the oath if you reach his time and perceive him and their communities of descendants follow them in what is incumbent upon them. He God exalted be He said to them ‘Do you affirm this? And do you take do you accept My load My covenant on you on that condition?’ They said ‘We affirm’. He said ‘Then bear witness to this before your own souls and those of your followers and I shall be with you among the witnesses’ before you and them.,"Allah then explained His covenant with the prophets on the day of “Yes, indeed!” regarding Muhammad's traits and description, saying: (When Allah made (His) covenant with the Prophets) He says: Allah made a covenant with the prophets that they will show to one another the traits, description and merit of Muhammad, ((He said): Behold that which I have given ye) when I did give you (of the Scripture and knowledge) containing details of the lawful and the unlawful. (And) you also made a covenant with your nation that (afterward there will come unto you a messenger, confirming) by calling to Allah's divine Oneness (that which ye possess) of Scripture. (Ye shall believe in him) He says: you shall acknowledge him and his virtue (and ye shall help him) with the sword against his enemies and also by expositing his trait. (He said: Do ye agree?) Allah asked them whether they accepted (and will you take My burden) My covenant (in this) what I said? (They) the prophets (answered: We agree) we accept. (He) Allah (said: Then bear ye witness) of this. (I will be a witness with you) of this also. Allah thus made them witnesses of one another and He Himself is a witness. And so each prophet explained this to his nation, and each prophet made the members of his nation witnesses for each other, just as each prophet bore witness to it."
