RootAr,RootCode,RootEn,RootWordId,ChapterNo,MeaningEn,VerseNo,WordAr,WordNo,GrammarFormDesc,
ق ن ت,qnt,qāf nūn tā,994,33,and the obedient men,35,وَالۡقٰنِتِيۡنَ,6,Noun,
ق ن ت,qnt,qāf nūn tā,994,33,and the obedient women,35,وَالۡقٰنِتٰتِ,7,Noun,
ق ن ت,qnt,qāf nūn tā,994,39,(is) devoutly obedient ,9,قَانِتٌ,3,Noun,
ق ن ت,qnt,qāf nūn tā,994,66,obedient,5,قٰنِتٰتٍ,12,Adjective,
ق ن ت,qnt,qāf nūn tā,994,66,the devoutly obedient,12,الۡقٰنِتِيۡنَ‏,17,Noun,
ق ن ع,qnE,qāf nūn ʿayn,993,14,raised up,43,مُقۡنِعِىۡ,2,Noun,
ق ن ع,qnE,qāf nūn ʿayn,993,22,the needy who do not ask,36,الۡقَانِعَ,21,Noun,
ق م ط ر,qmTr,qāf mīm ṭā rā,992,76,and distressful,10,قَمۡطَرِيۡرًا‏,7,Adjective,
ق م ص,qmS,qāf mīm ṣād,991,12,his shirt,18,قَمِيـۡصِهٖ,3,Noun,
ق م ص,qmS,qāf mīm ṣād,991,12,his shirt,25,قَمِيۡصَهٗ,4,Noun,
ق م ص,qmS,qāf mīm ṣād,991,12,his shirt,26,قَمِيۡصُهٗ,12,Noun,
ق م ص,qmS,qāf mīm ṣād,991,12,his shirt,27,قَمِيۡصُهٗ,3,Noun,
ق م ص,qmS,qāf mīm ṣād,991,12,his shirt,28,قَمِيۡصَهٗ,3,Noun,
ق م ص,qmS,qāf mīm ṣād,991,12,with this shirt of mine,93,بِقَمِيۡصِىۡ,2,Noun,
ق م ر,qmr,qāf mīm rā,990,6,the moon,77,الۡقَمَرَ,3,Noun,
ق م ر,qmr,qāf mīm rā,990,6,and the moon,96,وَالۡقَمَرَ,7,Noun,
ق م ر,qmr,qāf mīm rā,990,7,and the moon,54,وَالۡقَمَرَ,21,Noun,
ق م ر,qmr,qāf mīm rā,990,10,and the moon,5,وَّالۡقَمَرَ,6,Noun,
ق م ر,qmr,qāf mīm rā,990,12,and the moon,4,وَالۡقَمَرَ,12,Noun,
ق م ر,qmr,qāf mīm rā,990,13,and the moon,2,وَالۡقَمَرَ‌ؕ,14,Noun,
ق م ر,qmr,qāf mīm rā,990,14,and the moon,33,وَالۡقَمَرَ,4,Noun,
ق م ر,qmr,qāf mīm rā,990,16,and the moon,12,وَالۡقَمَرَ‌ؕ,6,Noun,
ق م ر,qmr,qāf mīm rā,990,21,and the moon,33,وَالۡقَمَرَ‌ؕ,7,Noun,
ق م ر,qmr,qāf mīm rā,990,22,and the moon,18,وَالۡقَمَرُ,14,Noun,
ق م ر,qmr,qāf mīm rā,990,25,and a moon,61,وَّقَمَرًا,10,Noun,
ق م ر,qmr,qāf mīm rā,990,29,and the moon,61,وَالۡقَمَرَ,9,Noun,
ق م ر,qmr,qāf mīm rā,990,31,and the moon,29,وَالۡقَمَرَ,15,Noun,
ق م ر,qmr,qāf mīm rā,990,35,and the moon,13,وَالۡقَمَرَ‌ۖ,11,Noun,
ق م ر,qmr,qāf mīm rā,990,36,And the moon ,39,وَالۡقَمَرَ,1,Noun,
ق م ر,qmr,qāf mīm rā,990,36,the moon,40,الۡقَمَرَ,7,Noun,
ق م ر,qmr,qāf mīm rā,990,39,and the moon,5,وَالۡقَمَرَ‌ؕ,15,Noun,
ق م ر,qmr,qāf mīm rā,990,41,and the moon,37,وَالۡقَمَرُ‌ؕ,6,Noun,
ق م ر,qmr,qāf mīm rā,990,41,to the moon,37,لِلۡقَمَرِ,11,Noun,
ق م ر,qmr,qāf mīm rā,990,54,the moon,1,الۡقَمَرُ‏,4,Noun,
ق م ر,qmr,qāf mīm rā,990,55,and the moon,5,وَالۡقَمَرُ,2,Noun,
ق م ر,qmr,qāf mīm rā,990,71,the moon,16,الۡقَمَرَ,2,Noun,
ق م ر,qmr,qāf mīm rā,990,74,By the moon,32,وَالۡقَمَرِۙ‏,2,Noun,
ق م ر,qmr,qāf mīm rā,990,75,the moon,8,الۡقَمَرُۙ‏,2,Noun,
ق م ر,qmr,qāf mīm rā,990,75,and the moon,9,وَالۡقَمَرُۙ‏,3,Noun,
ق م ر,qmr,qāf mīm rā,990,84,And the moon,18,وَالۡقَمَرِ,1,Noun,
ق م ر,qmr,qāf mīm rā,990,91,And the moon,2,وَالۡقَمَرِ,1,Noun,
ق م ل,qml,qāf mīm lām,989,7,and the lice,133,وَالۡقُمَّلَ,5,Noun,
ق م ح,qmH,qāf mīm ḥā,988,36,(are with) heads raised up,8,مُّقۡمَحُوۡنَ‏,10,Noun,
ق م ع,qmE,qāf mīm ʿayn,987,22,(are) hooked rods,21,مَّقَامِعُ,2,Noun,
ق ل ي,qly,qāf lām yā,986,26,those who detest,168,الۡقَالِيۡنَؕ‏,5,Noun,
ق ل ي,qly,qāf lām yā,986,93,He is displeased,3,قَلٰىؕ‏,5,Verb,
ق ل م,qlm,qāf lām mīm,985,3,their pens,44,اَقۡلاَمَهُمۡ,12,Noun,
ق ل م,qlm,qāf lām mīm,985,31,(were) pens,27,اَقۡلَامٌ,7,Noun,
ق ل م,qlm,qāf lām mīm,985,68,By the pen,1,وَالۡقَلَمِ,2,Noun,
ق ل م,qlm,qāf lām mīm,985,96,by the pen,4,بِالۡقَلَمِۙ‏,3,Noun,
ق ل ل,qll,qāf lām lām,984,2,small,41,قَلِيۡلًا,16,Adjective,
ق ل ل,qll,qāf lām lām,984,2,little,79,قَلِيۡلًاؕ,15,Adjective,
ق ل ل,qll,qāf lām lām,984,2,a few,83,قَلِيۡلًا,26,Noun,
ق ل ل,qll,qāf lām lām,984,2,so little,88,فَقَلِيۡلاً,8,Noun,
ق ل ل,qll,qāf lām lām,984,2,a little,126,قَلِيۡلًا,23,Noun,
ق ل ل,qll,qāf lām lām,984,2,little,174,قَلِيۡلًا ۙ,12,Adjective,
ق ل ل,qll,qāf lām lām,984,2,a few,246,قَلِيۡلًا,50,Noun,
ق ل ل,qll,qāf lām lām,984,2,a few,249,قَلِيۡلاً,28,Noun,
ق ل ل,qll,qāf lām lām,984,2,small,249,قَلِيۡلَةٍ,52,Adjective,
ق ل ل,qll,qāf lām lām,984,3,little,77,قَلِيۡلًا,8,Adjective,
ق ل ل,qll,qāf lām lām,984,3,little,187,قَلِيۡلًاؕ,18,Adjective,
ق ل ل,qll,qāf lām lām,984,3,little,197,قَلِيۡلٌ,2,Adjective,
ق ل ل,qll,qāf lām lām,984,3,little,199,قَلِيۡلًا‌ؕ,21,Adjective,
ق ل ل,qll,qāf lām lām,984,4,(is) little,7,قَلَّ,14,Verb,
ق ل ل,qll,qāf lām lām,984,4,a few,46,قَلِيۡلاً‏,38,Noun,
ق ل ل,qll,qāf lām lām,984,4,a few,66,قَلِيۡلٌ,15,Noun,
ق ل ل,qll,qāf lām lām,984,4,(is) little,77,قَلِيۡلٌ‌ۚ,41,Noun,
ق ل ل,qll,qāf lām lām,984,4,a few,83,قَلِيۡلاً‏,30,Noun,
ق ل ل,qll,qāf lām lām,984,4,a little,142,قَلِيۡلاً,19,Noun,
ق ل ل,qll,qāf lām lām,984,4,a few,155,قَلِيۡلاً‏,22,Noun,
ق ل ل,qll,qāf lām lām,984,5,a few,13,قَلِيۡلاً,24,Noun,
ق ل ل,qll,qāf lām lām,984,5,little,44,قَلِيۡلاً‌ ؕ,32,Adjective,
ق ل ل,qll,qāf lām lām,984,7,Little,3,قَلِيۡلاً,12,Adjective,
ق ل ل,qll,qāf lām lām,984,7,Little,10,قَلِيۡلاً,9,Adjective,
ق ل ل,qll,qāf lām lām,984,7,they have carried,57,اَقَلَّتۡ,11,Verb,
ق ل ل,qll,qāf lām lām,984,7,few,86,قَلِيۡلاً,18,Noun,
ق ل ل,qll,qāf lām lām,984,8,(were) few,26,قَلِيۡلٌ,4,Noun,
ق ل ل,qll,qāf lām lām,984,8,(as) few,43,قَلِيۡلاً‌ ؕ,6,Noun,
ق ل ل,qll,qāf lām lām,984,8,(as) few,44,قَلِيۡلاً,7,Noun,
ق ل ل,qll,qāf lām lām,984,8,and He made you (appear) as few,44,وَّيُقَلِّلُكُمۡ,8,Verb,
ق ل ل,qll,qāf lām lām,984,9,(for) a little price,9,قَلِيۡلاً,5,Adjective,
ق ل ل,qll,qāf lām lām,984,9,a little,38,قَلِيۡلٌ‏,28,Noun,
ق ل ل,qll,qāf lām lām,984,9,a little,82,قَلِيۡلاً,2,Noun,
ق ل ل,qll,qāf lām lām,984,11,a few,40,قَلِيۡلٌ‏,26,Noun,
ق ل ل,qll,qāf lām lām,984,11,a few,116,قَلِيۡلاً,15,Noun,
ق ل ل,qll,qāf lām lām,984,12,a little,47,قَلِيۡلاً,12,Noun,
ق ل ل,qll,qāf lām lām,984,12,a little,48,قَلِيۡلاً,13,Noun,
ق ل ل,qll,qāf lām lām,984,16,little,95,قَلِيۡلاً‌ ؕ,6,Adjective,
ق ل ل,qll,qāf lām lām,984,16,little,117,قَلِيۡلٌ,2,Adjective,
ق ل ل,qll,qāf lām lām,984,17,a little (while),52,قَلِيۡلاً‏,9,Noun,
ق ل ل,qll,qāf lām lām,984,17,a few,62,قَلِيۡلاً‏,15,Noun,
ق ل ل,qll,qāf lām lām,984,17,a little,74,قَلِيۡلاً ,9,Adjective,
ق ل ل,qll,qāf lām lām,984,17,a little,76,قَلِيۡلاً‏,13,Noun,
ق ل ل,qll,qāf lām lām,984,17,a little,85,قَلِيۡلاً‏,14,Noun,
ق ل ل,qll,qāf lām lām,984,18,a few,22,قَلِيۡلٌ,22,Noun,
ق ل ل,qll,qāf lām lām,984,18,lesser,39,اَقَلَّ,16,Noun,
ق ل ل,qll,qāf lām lām,984,23,After a little while,40,قَلِيۡلٍ,3,Noun,
ق ل ل,qll,qāf lām lām,984,23,little,78,قَلِيۡلاً,8,Adjective,
ق ل ل,qll,qāf lām lām,984,23,a little,114,قَلِيۡلاً‌,5,Noun,
ق ل ل,qll,qāf lām lām,984,26,small,54,قَلِيۡلُوۡنَۙ‏,4,Adjective,
ق ل ل,qll,qāf lām lām,984,27,Little,62,قَلِيۡلاً,14,Adjective,
ق ل ل,qll,qāf lām lām,984,28,a little,58,قَلِيۡلاً‌ ؕ,14,Noun,
ق ل ل,qll,qāf lām lām,984,31,(for) a little,24,قَلِيۡلاً,2,Noun,
ق ل ل,qll,qāf lām lām,984,32,little,9,قَلِيۡلاً,12,Adjective,
ق ل ل,qll,qāf lām lām,984,33,a little,16,قَلِيۡلاً‏,15,Noun,
ق ل ل,qll,qāf lām lām,984,33,a few,18,قَلِيۡلاً ۙ‏,14,Noun,
ق ل ل,qll,qāf lām lām,984,33,a little,20,قَلِيۡلاً‏,23,Noun,
ق ل ل,qll,qāf lām lām,984,33,(for) a little,60,قَلِيۡلاً,19,Noun,
ق ل ل,qll,qāf lām lām,984,34,But few,13,وَقَلِيۡلٌ,16,Noun,
ق ل ل,qll,qāf lām lām,984,34,few,16,قَلِيۡلٍ‏,16,Adjective,
ق ل ل,qll,qāf lām lām,984,38,and few,24,وَقَلِيۡلٌ,21,Noun,
ق ل ل,qll,qāf lām lām,984,39,(for) a little,8,قَلِيۡلًا  ‌ۖ,30,Adjective,
ق ل ل,qll,qāf lām lām,984,40,Little,58,قَلِيۡلاً,11,Adjective,
ق ل ل,qll,qāf lām lām,984,44,a little,15,قَلِيۡلاً‌,4,Adjective,
ق ل ل,qll,qāf lām lām,984,48,a little,15,قَلِيۡلاً‏,31,Noun,
ق ل ل,qll,qāf lām lām,984,51,little,17,قَلِيۡلاً,2,Noun,
ق ل ل,qll,qāf lām lām,984,53,a little,34,قَلِيۡلاً,2,Noun,
ق ل ل,qll,qāf lām lām,984,56,And a few,14,وَقَلِيۡلٌ,1,Noun,
ق ل ل,qll,qāf lām lām,984,67,Little,23,قَلِيۡلاً,10,Adjective,
ق ل ل,qll,qāf lām lām,984,69,little,41,قَلِيۡلاً,5,Adjective,
ق ل ل,qll,qāf lām lām,984,69,little,42,قَلِيۡلاً,4,Adjective,
ق ل ل,qll,qāf lām lām,984,72,and fewer,24,وَّاَقَلُّ,10,Noun,
ق ل ل,qll,qāf lām lām,984,73,a little,2,قَلِيۡلاًۙ‏,4,Noun,
ق ل ل,qll,qāf lām lām,984,73,a little,3,قَلِيۡلاًۙ‏,5,Noun,
ق ل ل,qll,qāf lām lām,984,73,a little,11,قَلِيۡلاً‏,6,Adjective,
ق ل ل,qll,qāf lām lām,984,77,a little,46,قَلِيۡلاً,3,Adjective,
ق ل ع,qlE,qāf lām ʿayn,983,11,Withhold,44,اَقۡلِعِىۡ,6,Verb,
ق ل د,qld,qāf lām dāl,982,5,the garlanded,2,الۡقَلَٓاٮِٕدَ,14,Noun,
ق ل د,qld,qāf lām dāl,982,5,and the garlands,97,وَالۡقَلَآٮِٕدَ‌ؕ,11,Noun,
ق ل د,qld,qāf lām dāl,982,39,(are the) keys,63,مَقَالِيۡدُ,2,Noun,
ق ل د,qld,qāf lām dāl,982,42,(the) keys,12,مَقَالِيۡدُ,2,Noun,
ق ل ب,qlb,qāf lām bā,981,2,their hearts,7,قُلُوۡبِهِمۡ,4,Noun,
ق ل ب,qlb,qāf lām bā,981,2,their hearts,10,قُلُوۡبِهِمۡ,2,Noun,
ق ل ب,qlb,qāf lām bā,981,2,your hearts,74,قُلُوۡبُكُمۡ,3,Noun,
ق ل ب,qlb,qāf lām bā,981,2,Our hearts,88,قُلُوۡبُنَا,2,Noun,
ق ل ب,qlb,qāf lām bā,981,2,their hearts,93,قُلُوۡبِهِمُ,17,Noun,
ق ل ب,qlb,qāf lām bā,981,2,your heart,97,قَلۡبِكَ,9,Noun,
ق ل ب,qlb,qāf lām bā,981,2,their hearts,118,قُلُوۡبُهُمۡ‌ؕ,19,Noun,
ق ل ب,qlb,qāf lām bā,981,2,turns back,143,يَّنۡقَلِبُ,25,Verb,
ق ل ب,qlb,qāf lām bā,981,2,(the) turning,144,تَقَلُّبَ,3,Noun,
ق ل ب,qlb,qāf lām bā,981,2,his heart,204,قَلۡبِهٖۙ,14,Noun,
ق ل ب,qlb,qāf lām bā,981,2,your hearts,225,قُلُوۡبُكُمۡ‌ؕ,11,Noun,
ق ل ب,qlb,qāf lām bā,981,2,my heart,260,قَلۡبِىۡ‌ؕ,16,Noun,
ق ل ب,qlb,qāf lām bā,981,2,his heart,283,قَلۡبُهٗ‌ؕ,28,Noun,
ق ل ب,qlb,qāf lām bā,981,3,their hearts,7,قُلُوۡبِهِمۡ,17,Noun,
ق ل ب,qlb,qāf lām bā,981,3,our hearts,8,قُلُوۡبَنَا,4,Noun,
ق ل ب,qlb,qāf lām bā,981,3,your hearts,103,قُلُوۡبِكُمۡ,16,Noun,
ق ل ب,qlb,qāf lām bā,981,3,your hearts,126,قُلُوۡبُكُمۡ,8,Noun,
ق ل ب,qlb,qāf lām bā,981,3,so (that) they turn back,127,فَيَنۡقَلِبُوۡا,8,Verb,
ق ل ب,qlb,qāf lām bā,981,3,will you turn back,144,انْقَلَبۡتُمۡ,14,Verb,
ق ل ب,qlb,qāf lām bā,981,3,turns back,144,يَّنۡقَلِبۡ,18,Verb,
ق ل ب,qlb,qāf lām bā,981,3,then you will turn back,149,فَتَنۡقَلِبُوۡا,11,Verb,
ق ل ب,qlb,qāf lām bā,981,3,(the) hearts,151,قُلُوۡبِ,3,Noun,
ق ل ب,qlb,qāf lām bā,981,3,your hearts,154,قُلُوۡبِكُمۡ‌ؕ,71,Noun,
ق ل ب,qlb,qāf lām bā,981,3,their hearts,156,قُلُوۡبِهِمۡ‌ؕ,29,Noun,
ق ل ب,qlb,qāf lām bā,981,3,(at) [the] heart,159,الۡقَلۡبِ,11,Noun,
ق ل ب,qlb,qāf lām bā,981,3,their hearts,167,قُلُوۡبِهِمۡ‌ؕ,29,Noun,
ق ل ب,qlb,qāf lām bā,981,3,So they returned,174,فَانْقَلَبُوۡا,1,Verb,
ق ل ب,qlb,qāf lām bā,981,3,(the) movement,196,تَقَلُّبُ,3,Noun,
ق ل ب,qlb,qāf lām bā,981,4,their hearts,63,قُلُوۡبِهِمۡ,7,Noun,
ق ل ب,qlb,qāf lām bā,981,4,Our hearts,155,قُلُوۡبُنَا,12,Noun,
ق ل ب,qlb,qāf lām bā,981,5,their hearts,13,قُلُوۡبَهُمۡ,6,Noun,
ق ل ب,qlb,qāf lām bā,981,5,then you will turn back,21,فَتَـنۡقَلِبُوۡا,13,Verb,
ق ل ب,qlb,qāf lām bā,981,5,their hearts,41,قُلُوۡبُهُمۡ‌ ‌ۛۚ,16,Noun,
ق ل ب,qlb,qāf lām bā,981,5,their hearts,41,قُلُوۡبَهُمۡ‌ؕ,58,Noun,
ق ل ب,qlb,qāf lām bā,981,5,their hearts,52,قُلُوۡبِهِمۡ,4,Noun,
ق ل ب,qlb,qāf lām bā,981,5,our hearts,113,قُلُوۡبُنَا,7,Noun,
ق ل ب,qlb,qāf lām bā,981,6,their hearts,25,قُلُوۡبِهِمۡ,7,Noun,
ق ل ب,qlb,qāf lām bā,981,6,their hearts,43,قُلُوۡبُهُمۡ,8,Noun,
ق ل ب,qlb,qāf lām bā,981,6,your hearts,46,قُلُوۡبِكُمۡ,10,Noun,
ق ل ب,qlb,qāf lām bā,981,6,And We will turn,110,وَنُقَلِّبُ,1,Verb,
ق ل ب,qlb,qāf lām bā,981,7,their hearts,100,قُلُوۡبِهِمۡ,16,Noun,
ق ل ب,qlb,qāf lām bā,981,7,(the) hearts,101,قُلُوۡبِ,22,Noun,
ق ل ب,qlb,qāf lām bā,981,7,and returned,119,وَانْقَلَبُوۡا,3,Verb,
ق ل ب,qlb,qāf lām bā,981,7,(will) return,125,مُنۡقَلِبُوۡنَ‌ۚ‏,5,Noun,
ق ل ب,qlb,qāf lām bā,981,7,(are) hearts,179,قُلُوۡبٌ,9,Noun,
ق ل ب,qlb,qāf lām bā,981,8,their hearts,2,قُلُوۡبُهُمۡ,8,Noun,
ق ل ب,qlb,qāf lām bā,981,8,your hearts,10,قُلُوۡبُكُمۡ‌ۚ,8,Noun,
ق ل ب,qlb,qāf lām bā,981,8,your hearts,11,قُلُوۡبِكُمۡ,19,Noun,
ق ل ب,qlb,qāf lām bā,981,8,(the) hearts,12,قُلُوۡبِ,13,Noun,
ق ل ب,qlb,qāf lām bā,981,8,and his heart,24,وَقَلۡبِهٖ,17,Noun,
ق ل ب,qlb,qāf lām bā,981,8,their hearts,49,قُلُوۡبِهِمۡ,6,Noun,
ق ل ب,qlb,qāf lām bā,981,8,their hearts,63,قُلُوۡبِهِمۡ‌ؕ,3,Noun,
ق ل ب,qlb,qāf lām bā,981,8,their hearts,63,قُلُوۡبِهِمۡ,13,Noun,
ق ل ب,qlb,qāf lām bā,981,8,your hearts,70,قُلُوۡبِكُمۡ,13,Noun,
ق ل ب,qlb,qāf lām bā,981,9,their hearts,8,قُلُوۡبُهُمۡ‌ۚ,14,Noun,
ق ل ب,qlb,qāf lām bā,981,9,(of) their hearts,15,قُلُوۡبِهِمۡ‌ؕ,3,Noun,
ق ل ب,qlb,qāf lām bā,981,9,their hearts,45,قُلُوۡبُهُمۡ,10,Noun,
ق ل ب,qlb,qāf lām bā,981,9,and had upset,48,وَقَلَّبُوۡا,6,Verb,
ق ل ب,qlb,qāf lām bā,981,9,their hearts,60,قُلُوۡبُهُمۡ,8,Noun,
ق ل ب,qlb,qāf lām bā,981,9,their hearts,64,قُلُوۡبِهِمۡ‌ؕ,10,Noun,
ق ل ب,qlb,qāf lām bā,981,9,their hearts,77,قُلُوۡبِهِمۡ,4,Noun,
ق ل ب,qlb,qāf lām bā,981,9,their hearts,87,قُلُوۡبِهِمۡ,8,Noun,
ق ل ب,qlb,qāf lām bā,981,9,their hearts,93,قُلُوۡبِهِمۡ,16,Noun,
ق ل ب,qlb,qāf lām bā,981,9,you returned,95,انْقَلَبۡتُمۡ,5,Verb,
ق ل ب,qlb,qāf lām bā,981,9,their hearts,110,قُلُوۡبِهِمۡ,8,Noun,
ق ل ب,qlb,qāf lām bā,981,9,their hearts,110,قُلُوۡبُهُمۡ‌ؕ,12,Noun,
ق ل ب,qlb,qāf lām bā,981,9,(the) hearts,117,قُلُوۡبُ,18,Noun,
ق ل ب,qlb,qāf lām bā,981,9,their hearts,125,قُلُوۡبِهِمۡ,4,Noun,
ق ل ب,qlb,qāf lām bā,981,9,their hearts,127,قُلُوۡبَهُمۡ,17,Noun,
ق ل ب,qlb,qāf lām bā,981,10,the hearts,74,قُلُوۡبِ,21,Noun,
ق ل ب,qlb,qāf lām bā,981,10,their hearts,88,قُلُوۡبِهِمۡ,23,Noun,
ق ل ب,qlb,qāf lām bā,981,12,they  back,62,انقَلَبُوۡۤا,10,Verb,
ق ل ب,qlb,qāf lām bā,981,13,their hearts,28,قُلُوۡبُهُمۡ,4,Noun,
ق ل ب,qlb,qāf lām bā,981,13,the hearts,28,الۡقُلُوۡبُؕ‏,11,Noun,
ق ل ب,qlb,qāf lām bā,981,15,(the) hearts,12,قُلُوۡبِ,4,Noun,
ق ل ب,qlb,qāf lām bā,981,16,their hearts,22,قُلُوۡبُهُمۡ,8,Noun,
ق ل ب,qlb,qāf lām bā,981,16,their ing to and fro,46,تَقَلُّبِهِمۡ,4,Noun,
ق ل ب,qlb,qāf lām bā,981,16,while his heart,106,وَقَلۡبُهٗ,10,Noun,
ق ل ب,qlb,qāf lām bā,981,16,their hearts,108,قُلُوۡبِهِمۡ,6,Noun,
ق ل ب,qlb,qāf lām bā,981,17,their hearts,46,قُلُوۡبِهِمۡ,3,Noun,
ق ل ب,qlb,qāf lām bā,981,18,their hearts,14,قُلُوۡبِهِمۡ,3,Noun,
ق ل ب,qlb,qāf lām bā,981,18,And We turned them,18,وَنُـقَلِّبُهُمۡ,5,Verb,
ق ل ب,qlb,qāf lām bā,981,18,his heart,28,قَلۡبَهٗ,23,Noun,
ق ل ب,qlb,qāf lām bā,981,18,(as) a return,36,مُنۡقَلَبًا‏,12,Noun,
ق ل ب,qlb,qāf lām bā,981,18,twisting,42,يُقَلِّبُ,4,Verb,
ق ل ب,qlb,qāf lām bā,981,18,their hearts,57,قُلُوۡبِهِمۡ,16,Noun,
ق ل ب,qlb,qāf lām bā,981,21,their hearts,3,قُلُوۡبُهُمۡ‌ؕ,2,Noun,
ق ل ب,qlb,qāf lām bā,981,22,he turns,11,ۨانقَلَبَ,16,Verb,
ق ل ب,qlb,qāf lām bā,981,22,(of) the hearts,32,الۡقُلُوۡبِ‏,9,Noun,
ق ل ب,qlb,qāf lām bā,981,22,their hearts,35,قُلُوۡبُهُمۡ,6,Noun,
ق ل ب,qlb,qāf lām bā,981,22,hearts,46,قُلُوۡبٌ,7,Noun,
ق ل ب,qlb,qāf lām bā,981,22,the hearts,46,الۡقُلُوۡبُ,20,Noun,
ق ل ب,qlb,qāf lām bā,981,22,their hearts,53,قُلُوۡبِهِمۡ,8,Noun,
ق ل ب,qlb,qāf lām bā,981,22,their hearts,53,قُلُوۡبُهُمۡ‌ۚ,11,Noun,
ق ل ب,qlb,qāf lām bā,981,22,their hearts,54,قُلُوۡبُهُمۡ‌ؕ,13,Noun,
ق ل ب,qlb,qāf lām bā,981,23,while their hearts,60,وَّقُلُوۡبُهُمۡ,5,Noun,
ق ل ب,qlb,qāf lām bā,981,23,their hearts,63,قُلُوۡبُهُمۡ,2,Noun,
ق ل ب,qlb,qāf lām bā,981,24,will turn about,37,تَتَقَلَّبُ,16,Verb,
ق ل ب,qlb,qāf lām bā,981,24,the hearts,37,الۡقُلُوۡبُ,18,Noun,
ق ل ب,qlb,qāf lām bā,981,24,Allah alternates,44,يُقَلِّبُ,1,Verb,
ق ل ب,qlb,qāf lām bā,981,24,their hearts,50,قُلُوۡبِهِمۡ,2,Noun,
ق ل ب,qlb,qāf lām bā,981,26,(will) return,50,مُنۡقَلِبُوۡنَ‌ۚ‏,7,Noun,
ق ل ب,qlb,qāf lām bā,981,26,with a heart,89,بِقَلۡبٍ,5,Noun,
ق ل ب,qlb,qāf lām bā,981,26,your heart,194,قَلۡبِكَ,2,Noun,
ق ل ب,qlb,qāf lām bā,981,26,(the) hearts,200,قُلُوۡبِ,4,Noun,
ق ل ب,qlb,qāf lām bā,981,26,And your movements,219,وَتَقَلُّبَكَ,1,Noun,
ق ل ب,qlb,qāf lām bā,981,26,they will return,227,يَّـنۡقَلِبُوۡنَ‏,19,Verb,
ق ل ب,qlb,qāf lām bā,981,26,return,227,مُنۡقَلَبٍ,18,Noun,
ق ل ب,qlb,qāf lām bā,981,28,her heart,10,قَلۡبِهَا,14,Noun,
ق ل ب,qlb,qāf lām bā,981,29,you will be returned,21,تُقۡلَبُوۡنَ‏,8,Verb,
ق ل ب,qlb,qāf lām bā,981,30,(the) hearts,59,قُلُوۡبِ,5,Noun,
ق ل ب,qlb,qāf lām bā,981,33,two hearts,4,قَلۡبَيۡنِ,6,Noun,
ق ل ب,qlb,qāf lām bā,981,33,your hearts,5,قُلُوۡبُكُمۡ‌ؕ,24,Noun,
ق ل ب,qlb,qāf lām bā,981,33,the hearts,10,الۡقُلُوۡبُ,12,Noun,
ق ل ب,qlb,qāf lām bā,981,33,their hearts,12,قُلُوۡبِهِمۡ,6,Noun,
ق ل ب,qlb,qāf lām bā,981,33,their hearts,26,قُلُوۡبِهِمُ,11,Noun,
ق ل ب,qlb,qāf lām bā,981,33,his heart,32,قَلۡبِهٖ,15,Noun,
ق ل ب,qlb,qāf lām bā,981,33,your hearts,51,قُلُوۡبِكُمۡؕ,31,Noun,
ق ل ب,qlb,qāf lām bā,981,33,for your hearts,53,لِقُلُوۡبِكُمۡ,48,Noun,
ق ل ب,qlb,qāf lām bā,981,33,and their hearts,53,وَقُلُوۡبِهِنَّؕ,49,Noun,
ق ل ب,qlb,qāf lām bā,981,33,their hearts,60,قُلُوۡبِهِمۡ,7,Noun,
ق ل ب,qlb,qāf lām bā,981,33,will be turned about,66,تُقَلَّبُ,2,Verb,
ق ل ب,qlb,qāf lām bā,981,34,their hearts,23,قُلُوۡبِهِمۡ,13,Noun,
ق ل ب,qlb,qāf lām bā,981,37,with a heart,84,بِقَلۡبٍ,4,Noun,
ق ل ب,qlb,qāf lām bā,981,39,their hearts,22,قُلُوۡبُهُمۡ,13,Noun,
ق ل ب,qlb,qāf lām bā,981,39,and their hearts,23,وَقُلُوۡبُهُمۡ,17,Noun,
ق ل ب,qlb,qāf lām bā,981,39,(the) hearts,45,قُلُوۡبُ,6,Noun,
ق ل ب,qlb,qāf lām bā,981,40,their movement,4,تَقَلُّبُهُمۡ,11,Noun,
ق ل ب,qlb,qāf lām bā,981,40,the hearts,18,الۡقُلُوۡبُ,5,Noun,
ق ل ب,qlb,qāf lām bā,981,40,heart,35,قَلۡبِ,21,Noun,
ق ل ب,qlb,qāf lām bā,981,41,Our hearts,5,قُلُوۡبُنَا,2,Noun,
ق ل ب,qlb,qāf lām bā,981,42,your heart,24,قَلۡبِكَ‌ؕ,12,Noun,
ق ل ب,qlb,qāf lām bā,981,43,will surely return,14,لَمُنۡقَلِبُوۡنَ‏,4,Noun,
ق ل ب,qlb,qāf lām bā,981,45,and his heart,23,وَقَلۡبِهٖ,13,Noun,
ق ل ب,qlb,qāf lām bā,981,47,their hearts,16,قُلُوۡبِهِمۡ,22,Noun,
ق ل ب,qlb,qāf lām bā,981,47,your movement,19,مُتَقَلَّبَكُمۡ,13,Noun,
ق ل ب,qlb,qāf lām bā,981,47,their hearts,20,قُلُوۡبِهِمۡ,17,Noun,
ق ل ب,qlb,qāf lām bā,981,47,(their) hearts,24,قُلُوۡبٍ,6,Noun,
ق ل ب,qlb,qāf lām bā,981,47,their hearts,29,قُلُوۡبِهِمۡ,5,Noun,
