Arabic Root Word,ChapterNo,VerseNo,Actual Arabic Word,
ق و ل,26,29,قَالَ,
ب ي ن,26,30,مُّبِيۡنٍ‌ۚ‏,
ج ي ا,26,30,جِئۡتُكَ,
ش ي ا,26,30,بِشَىۡءٍ,
ق و ل,26,30,قَالَ,
ص د ق,26,31,الصّٰدِقِيۡنَ‏,
ق و ل,26,31,قَالَ,
ك و ن,26,31,كُنۡتَ,
إِذَا,26,32,فَاِذَا,
ب ي ن,26,32,مُّبِيۡنٌ‌ ۖ‌‌ۚ‏,
ث ع ب,26,32,ثُعۡبَانٌ,
ع ص و,26,32,عَصَاهُ,
ل ق ي,26,32,‌فَاَلۡقٰى,
إِذَا,26,33,فَاِذَا,
ب ي ض,26,33,بَيۡضَآءُ,
ن ز ع,26,33,وَّنَزَعَ,
ن ظ ر,26,33,لِلنّٰظِرِيۡنَ‏,
ي د ي,26,33,يَدَهٗ,
ح و ل,26,34,حَوۡلَهٗۤ,
س ح ر,26,34,لَسٰحِرٌ,
ع ل م,26,34,عَلِيۡمٌۙ‏,
ق و ل,26,34,قَالَ,
م ل ا,26,34,لِلۡمَلَاِ,
ا ر ض,26,35,اَرۡضِكُمۡ,
خ ر ج,26,35,يُّخۡرِجَكُمۡ,
ر و د,26,35,يُّرِيۡدُ,
س ح ر,26,35,بِسِحۡرِهٖ‌ۖ,
ا خ و,26,36,وَاَخَاهُ,
ب ع ث,26,36,وَابۡعَثۡ,
ح ش ر,26,36,حٰشِرِيۡنَۙ‏,
ر ج و,26,36,اَرۡجِهۡ,
ق و ل,26,36,قَالُوۡۤا,
م د ن,26,36,الۡمَدَآٮِٕنِ,
س ح ر,26,37,سَحَّارٍ,
ع ل م,26,37,عَلِيۡمٍ‏,
ك ل ل,26,37,بِكُلِّ,
ج م ع,26,38,فَجُمِعَ,
س ح ر,26,38,السَّحَرَةُ,
ع ل م,26,38,مَّعۡلُوۡمٍۙ‏,
و ق ت,26,38,لِمِيۡقَاتِ,
ي و م,26,38,يَوۡمٍ,
ج م ع,26,39,مُّجۡتَمِعُوۡنَۙ‏,
ق و ل,26,39,وَقِيۡلَ,
ن و س,26,39,لِلنَّاسِ,
ت ب ع,26,40,نَـتَّبِعُ,
س ح ر,26,40,السَّحَرَةَ,
غ ل ب,26,40,الۡغٰلِبِيۡنَ‏,
ك و ن,26,40,كَانُوۡا,
ج ي ا,26,41,جَآءَ,
س ح ر,26,41,السَّحَرَةُ,
غ ل ب,26,41,الۡغٰلِبِيۡنَ‏,
ق و ل,26,41,قَالُوۡا,
ك و ن,26,41,كُنَّا,
إِذًا,26,42,اِذًا,
ق ر ب,26,42,الۡمُقَرَّبِيۡنَ‏,
ق و ل,26,42,قَالَ,
ق و ل,26,43,قَالَ,
ل ق ي,26,43,اَلۡقُوۡا,
ل ق ي,26,43,مُّلۡقُوۡنَ‏,
ح ب ل,26,44,حِبَالَهُمۡ,
ع ز ز,26,44,بِعِزَّةِ,
ع ص و,26,44,وَعِصِيَّهُمۡ,
غ ل ب,26,44,الۡغٰلِبُوۡنَ‏,
ق و ل,26,44,وَقَالُوۡا,
ل ق ي,26,44,فَاَلۡقَوۡا,
ا ف ك,26,45,يَاۡفِكُوۡنَ‌ۖ‌ۚ‏,
إِذَا,26,45,فَاِذَا,
ع ص و,26,45,عَصَاهُ,
ل ق ف,26,45,تَلۡقَفُ,
ل ق ي,26,45,فَاَلۡقَىٰ,
س ج د,26,46,سٰجِدِيۡنَۙ‏,
س ح ر,26,46,السَّحَرَةُ,
ل ق ي,26,46,فَاُلۡقِىَ,
ا م ن,26,47,اٰمَنَّا,
ر ب ب,26,47,بِرَبِّ,
ع ل م,26,47,الۡعٰلَمِيۡنَۙ‏,
ق و ل,26,47,قَالُوۡۤا,
ر ب ب,26,48,رَبِّ,
ٱلَّذِى,26,49,الَّذِىۡ,
ا ذ ن,26,49,اٰذَنَ,
ا م ن,26,49,اٰمَنۡتُمۡ,
ج م ع,26,49,اَجۡمَعِيۡنَ‌ۚ‏,
خ ل ف,26,49,خِلٰفٍ,
ر ج ل,26,49,وَاَرۡجُلَـكُمۡ,
س ح ر,26,49,السِّحۡرَ‌ۚ,
ص ل ب,26,49,وَّلَاُصَلِّبَنَّكُمۡ,
ع ل م,26,49,عَلَّمَكُمُ,
ع ل م,26,49,تَعۡلَمُوۡنَ ‌ؕ,
ق ب ل,26,49,قَبۡلَ,
ق ط ع,26,49,لَاُقَطِّعَنَّ,
ق و ل,26,49,قَالَ,
ك ب ر,26,49,لَكَبِيۡرُكُمُ,
ي د ي,26,49,اَيۡدِيَكُمۡ,
إِلَىٰ,26,50,اِلٰى,
ر ب ب,26,50,رَبِّنَا,
ض ي ر,26,50,ضَيۡرَ‌,
ق ل ب,26,50,مُنۡقَلِبُوۡنَ‌ۚ‏,
ق و ل,26,50,قَالُوۡا,
ا م ن,26,51,الۡمُؤۡمِنِيۡنَؕ‏,
ا و ل,26,51,اَوَّلَ,
خ ط ا,26,51,خَطٰيٰـنَاۤ,
ر ب ب,26,51,رَبُّنَا,
ط م ع,26,51,نَطۡمَعُ,
غ ف ر,26,51,يَّغۡفِرَ,
ك و ن,26,51,كُنَّاۤ,
إِلَىٰ,26,52,اِلٰى,
ت ب ع,26,52,مُّتَّبَعُوۡنَ‏,
س ر ي,26,52,اَسۡرِ,
ع ب د,26,52,بِعِبَادِىۡۤ,
و ح ي,26,52,وَاَوۡحَيۡنَاۤ,
ح ش ر,26,53,حٰشِرِيۡنَ‌ۚ‏,
ر س ل,26,53,فَاَرۡسَلَ,
م د ن,26,53,الۡمَدَآٮِٕنِ,
ش ر ذ م,26,54,لَشِرۡذِمَةٌ,
ق ل ل,26,54,قَلِيۡلُوۡنَۙ‏,
غ ي ظ,26,55,لَـغَآٮِٕظُوۡنَۙ‏,
ج م ع,26,56,لَجَمِيۡعٌ,
ح ذ ر,26,56,حٰذِرُوۡنَؕ‏,
ج ن ن,26,57,جَنّٰتٍ,
خ ر ج,26,57,فَاَخۡرَجۡنٰهُمۡ,
ع ي ن,26,57,وَّعُيُوۡنٍۙ‏,
ق و م,26,58,وَّمَقَامٍ,
ك ر م,26,58,كَرِيۡمٍۙ‏,
ك ن ز,26,58,وَكُنُوۡزٍ,
إِسْرَائِيل,26,59,اِسۡرآءِيۡلَؕ‏,
ب ن ي,26,59,بَنِىۡۤ,
و ر ث,26,59,وَاَوۡرَثۡنٰهَا,
ت ب ع,26,60,فَاَتۡبَعُوۡهُمۡ,
ش ر ق,26,60,مُّشۡرِقِيۡنَ‏,
ج م ع,26,61,الۡجَمۡعٰنِ,
د ر ك,26,61,لَمُدۡرَكُوۡنَ‌ۚ‏,
ر ا ي,26,61,تَرَآءَ,
ص ح ب,26,61,اَصۡحٰبُ,
ق و ل,26,61,قَالَ,
ر ب ب,26,62,رَبِّىۡ,
ق و ل,26,62,قَالَ,
ه د ي,26,62,سَيَهۡدِيۡنِ‏,
إِلَىٰ,26,63,اِلٰى,
ب ح ر,26,63,الۡبَحۡرَ‌ؕ,
ط و د,26,63,كَالطَّوۡدِ,
ع ص و,26,63,بِّعَصَاكَ,
ع ظ م,26,63,الۡعَظِيۡمِ‌ۚ‏,
ف ر ق,26,63,فِرۡقٍ,
ف ل ق,26,63,فَانْفَلَقَ,
ك ل ل,26,63,كُلُّ,
ك و ن,26,63,فَكَانَ,
و ح ي,26,63,فَاَوۡحَيۡنَاۤ,
ا خ ر,26,64,الۡاٰخَرِيۡنَ‌ۚ‏,
ز ل ف,26,64,وَاَزۡلَـفۡنَا,
ج م ع,26,65,اَجۡمَعِيۡنَ‌ۚ‏,
ن ج و,26,65,وَاَنۡجَيۡنَا,
ا خ ر,26,66,الۡاٰخَرِيۡنَ‌ؕ‏,
غ ر ق,26,66,اَغۡرَقۡنَا,
ا م ن,26,67,مُّؤۡمِنِيۡنَ‏,
ا ي ي,26,67,لَاَيَةً‌ ؕ,
ك ث ر,26,67,اَكۡثَرُهُمۡ,
ك و ن,26,67,كَانَ,
ر ب ب,26,68,رَبَّكَ,
ر ح م,26,68,الرَّحِيۡمُ‏,
ع ز ز,26,68,الۡعَزِيۡزُ,
إِبْرَاهِيم,26,69,اِبۡرٰهِيۡمَ‌ۘ‏,
ت ل و,26,69,وَاتۡلُ,
ن ب ا,26,69,نَبَاَ,
ا ب و,26,70,لِاَبِيۡهِ,
إِذ,26,70,اِذۡ,
ع ب د,26,70,تَعۡبُدُوۡنَ‏,
ق و ل,26,70,قَالَ,
ق و م,26,70,وَقَوۡمِهٖ,
ص ن م,26,71,اَصۡنَامًا,
ظ ل ل,26,71,فَنَظَلُّ,
ع ب د,26,71,نَـعۡبُدُ,
ع ك ف,26,71,عٰكِفِيۡنَ‏,
ق و ل,26,71,قَالُوۡا,
إِذ,26,72,اِذۡ,
د ع و,26,72,تَدۡعُوۡنَۙ‏,
س م ع,26,72,يَسۡمَعُوۡنَكُمۡ,
ق و ل,26,72,قَالَ,
ن ف ع,26,73,يَنۡفَعُوۡنَكُمۡ,
ا ب و,26,74,اٰبَآءَنَا,
ف ع ل,26,74,يَفۡعَلُوۡنَ‏,
ق و ل,26,74,قَالُوۡا,
و ج د,26,74,وَجَدۡنَاۤ,
ر ا ي,26,75,اَفَرَءَيۡتُمۡ,
ع ب د,26,75,تَعۡبُدُوۡنَۙ‏,
ق و ل,26,75,قَالَ,
ك و ن,26,75,كُنۡتُمۡ,
ا ب و,26,76,وَاٰبَآؤُكُمُ,
ق د م,26,76,الۡاَقۡدَمُوۡنَ‌ۖ‏,
إِلَّا,26,77,اِلَّا,
ر ب ب,26,77,رَبَّ,
ع د و,26,77,عَدُوٌّ,
ع ل م,26,77,الۡعٰلَمِيۡنَۙ‏,
ٱلَّذِى,26,78,الَّذِىۡ,
خ ل ق,26,78,خَلَقَنِىۡ,
ه د ي,26,78,يَهۡدِيۡنِۙ‏,
ٱلَّذِى,26,79,وَالَّذِىۡ,
س ق ي,26,79,وَيَسۡقِيۡنِۙ‏,
ط ع م,26,79,يُطۡعِمُنِىۡ,
إِذَا,26,80,وَاِذَا,
ش ف ي,26,80,يَشۡفِيۡنِۙ‏,
م ر ض,26,80,مَرِضۡتُ,
ٱلَّذِى,26,81,وَالَّذِىۡ,
ح ي ي,26,81,يُحۡيِيۡنِۙ‏,
م و ت,26,81,يُمِيۡتُنِىۡ,
ٱلَّذِى,26,82,وَالَّذِىۡۤ,
خ ط ا,26,82,خَطِٓیْئـَٔـتِىۡ,
د ي ن,26,82,الدِّيۡنِؕ‏,
ط م ع,26,82,اَطۡمَعُ,
غ ف ر,26,82,يَّغۡفِرَ,
ي و م,26,82,يَوۡمَ,
ح ك م,26,83,حُكۡمًا,
ر ب ب,26,83,رَبِّ,
ص ل ح,26,83,بِالصّٰلِحِيۡنَۙ‏,
ل ح ق,26,83,وَّاَلۡحِقۡنِىۡ,
و ه ب,26,83,هَبۡ,
ا خ ر,26,84,الۡاٰخِرِيۡنَۙ‏,
ج ع ل,26,84,وَاجۡعَلْ,
ص د ق,26,84,صِدۡقٍ,
ل س ن,26,84,لِسَانَ,
ج ع ل,26,85,وَاجۡعَلۡنِىۡ,
ج ن ن,26,85,جَنَّةِ,
ن ع م,26,85,النَّعِيۡمِۙ‏,
و ر ث,26,85,وَّرَثَةِ,
ا ب و,26,86,لِاَبِىۡۤ,
غ ف ر,26,86,وَاغۡفِرۡ,
ك و ن,26,86,كَانَ,
ب ع ث,26,87,يُبۡعَثُوۡنَۙ‏,
خ ز ي,26,87,تُخۡزِنِىۡ,
ي و م,26,87,يَوۡمَ,
ب ن ي,26,88,بَنُوۡنَۙ‏,
م و ل,26,88,مَالٌ,
ن ف ع,26,88,يَنۡفَعُ,
ي و م,26,88,يَوۡمَ,
ا ل ه,26,89,اللّٰهَ,
إِلَّا,26,89,اِلَّا,
س ل م,26,89,سَلِيۡمٍؕ‏,
ق ل ب,26,89,بِقَلۡبٍ,
ج ن ن,26,90,الۡجَـنَّةُ,
ز ل ف,26,90,وَاُزۡلِفَتِ,
و ق ي,26,90,لِلۡمُتَّقِيۡنَۙ‏,
ب ر ز,26,91,وَبُرِّزَتِ,
ج ح م,26,91,الۡجَحِيۡمُ,
غ و ي,26,91,لِلۡغٰوِيۡنَۙ‏,
ع ب د,26,92,تَعۡبُدُوۡنَۙ‏,
ق و ل,26,92,وَقِيۡلَ,
ك و ن,26,92,كُنۡتُمۡ,
ا ل ه,26,93,اللّٰهِؕ,
د و ن,26,93,دُوۡنِ,
ن ص ر,26,93,يَنۡتَصِرُوۡنَؕ‏,
ن ص ر,26,93,يَنۡصُرُوۡنَكُمۡ,
غ و ي,26,94,وَالۡغَاوٗنَۙ‏,
ك ب ك ب,26,94,فَكُبۡكِبُوۡا,
إِبْلِيس,26,95,اِبۡلِيۡسَ,
ج م ع,26,95,اَجۡمَعُوۡنَؕ‏,
ج ن د,26,95,وَجُنُوۡدُ,
خ ص م,26,96,يَخۡتَصِمُوۡنَۙ‏,
ق و ل,26,96,قَالُوۡا,
ا ل ه,26,97,تَاللّٰهِ,
ب ي ن,26,97,مُّبِيۡنٍۙ‏,
ك و ن,26,97,كُنَّا,
إِذ,26,98,اِذۡ,
ر ب ب,26,98,بِرَبِّ,
س و ي,26,98,نُسَوِّيۡكُمۡ,
ع ل م,26,98,الۡعٰلَمِيۡنَ‏,
إِلَّا,26,99,اِلَّا,
ج ر م,26,99,الۡمُجۡرِمُوۡنَ‏,
ش ف ع,26,100,شَافِعِيۡنَۙ‏,
ح م م,26,101,حَمِيۡمٍ‏,
ص د ق,26,101,صَدِيۡقٍ,
ا م ن,26,102,الۡمُؤۡمِنِيۡنَ‏,
ك ر ر,26,102,كَرَّةً,
ك و ن,26,102,فَنَكُوۡنَ,
ا م ن,26,103,مُّؤۡمِنِيۡنَ‏,
ا ي ي,26,103,لَاَيَةً‌ ؕ,
ك ث ر,26,103,اَكۡثَرُهُمۡ,
ك و ن,26,103,كَانَ,
ر ب ب,26,104,رَبَّكَ,
ر ح م,26,104,الرَّحِيۡمُ‏,
ع ز ز,26,104,الۡعَزِيۡزُ,
ر س ل,26,105,ۨالۡمُرۡسَلِيۡنَ‌ ۖ‌ۚ‏,
ق و م,26,105,قَوۡمُ,
ك ذ ب,26,105,كَذَّبَتۡ,
ا خ و,26,106,اَخُوۡهُمۡ,
إِذ,26,106,اِذۡ,
ق و ل,26,106,قَالَ,
و ق ي,26,106,تَتَّقُوۡنَ‌ۚ‏,
ا م ن,26,107,اَمِيۡنٌۙ‏,
ر س ل,26,107,رَسُوۡلٌ,
ا ل ه,26,108,اللّٰهَ,
ط و ع,26,108,وَاَطِيۡعُوۡنِ‌ۚ‏,
و ق ي,26,108,فَاتَّقُوۡا,
إِلَّا,26,109,اِلَّا,
ر ب ب,26,109,رَبِّ,
س ا ل,26,109,اَسۡــَٔلُكُمۡ,
ع ل م,26,109,الۡعٰلَمِيۡنَ‌ۚ‏,
ا ل ه,26,110,اللّٰهَ,
ط و ع,26,110,وَاَطِيۡعُوۡنِؕ‏,
و ق ي,26,110,فَاتَّقُوۡا,
ا م ن,26,111,اَنُؤۡمِنُ,
ت ب ع,26,111,وَاتَّبَعَكَ,
ر ذ ل,26,111,الۡاَرۡذَلُوۡنَؕ‏,
ق و ل,26,111,قَالُوۡۤا,
ع ل م,26,112,عِلۡمِىۡ,
ع م ل,26,112,يَعۡمَلُوۡنَ‌ۚ‏,
ق و ل,26,112,قَالَ,
ك و ن,26,112,كَانُوۡا,
إِلَّا,26,113,اِلَّا,
ح س ب,26,113,حِسَابُهُمۡ,
ر ب ب,26,113,رَبِّىۡ‌,
ش ع ر,26,113,تَشۡعُرُوۡنَ‌ۚ‏,
ا م ن,26,114,الۡمُؤۡمِنِيۡنَ‌ۚ‏,
ط ر د,26,114,بِطَارِدِ,
إِلَّا,26,115,اِلَّا,
ب ي ن,26,115,مُّبِيۡنٌؕ‏,
ن ذ ر,26,115,نَذِيۡرٌ,
ر ج م,26,116,الۡمَرۡجُوۡمِيۡنَؕ‏,
ق و ل,26,116,قَالُوۡا,
ك و ن,26,116,لَـتَكُوۡنَنَّ,
ن ه ي,26,116,تَنۡتَهِ,
ر ب ب,26,117,رَبِّ,
ق و ل,26,117,قَالَ,
ق و م,26,117,قَوۡمِىۡ,
ك ذ ب,26,117,كَذَّبُوۡنِ‌ ۖ‌ۚ‏,
ا م ن,26,118,الۡمُؤۡمِنِيۡنَ‏,
ب ي ن,26,118,بَيۡنِىۡ,
ب ي ن,26,118,وَبَيۡنَهُمۡ,
ف ت ح,26,118,فَافۡتَحۡ,
ف ت ح,26,118,فَتۡحًا,
ن ج و,26,118,وَّنَجِّنِىۡ,
ش ح ن,26,119,الۡمَشۡحُوۡنِ‌ۚ‏,
ف ل ك,26,119,الۡـفُلۡكِ,
ن ج و,26,119,فَاَنۡجَيۡنٰهُ,
ب ع د,26,120,بَعۡدُ,
ب ق ي,26,120,الۡبٰقِيۡنَؕ‏,
غ ر ق,26,120,اَغۡرَقۡنَا,
ا م ن,26,121,مُّؤۡمِنِيۡنَ‏,
ك ث ر,26,121,اَكۡثَرُهُمۡ,
ك و ن,26,121,كَانَ,
ر ب ب,26,122,رَبَّكَ,
ر ح م,26,122,الرَّحِيۡمُ‏,
ع ز ز,26,122,الۡعَزِيۡزُ,
ر س ل,26,123,الۡمُرۡسَلِيۡنَ‌ۖ‌ۚ‏,
ع و د,26,123,عَادُ,
ك ذ ب,26,123,كَذَّبَتۡ,
ا خ و,26,124,اَخُوۡهُمۡ,
إِذ,26,124,اِذۡ,
ق و ل,26,124,قَالَ,
ه و د,26,124,هُوۡدٌ,
و ق ي,26,124,تَتَّقُوۡنَ‌ۚ‏,
ا م ن,26,125,اَمِيۡنٌ‌ۙ‏,
ر س ل,26,125,رَسُوۡلٌ,
ا ل ه,26,126,اللّٰهَ,
ط و ع,26,126,وَاَطِيۡعُوۡنِ‌ۚ‏,
و ق ي,26,126,فَاتَّقُوۡا,
إِلَّا,26,127,اِلَّا,
ر ب ب,26,127,رَبِّ,
س ا ل,26,127,اَسۡـَٔـلُكُمۡ,
ع ل م,26,127,الۡعٰلَمِيۡنَؕ‏,
ا ي ي,26,128,اٰيَةً,
ب ن ي,26,128,اَتَبۡنُوۡنَ,
ر ي ع,26,128,رِيۡعٍ,
ع ب ث,26,128,تَعۡبَثُوۡنَۙ‏,
ك ل ل,26,128,بِكُلِّ,
ا خ ذ,26,129,وَتَتَّخِذُوۡنَ,
خ ل د,26,129,تَخۡلُدُوۡنَ‌ۚ‏,
ص ن ع,26,129,مَصَانِعَ,
إِذَا,26,130,وَاِذَا,
ب ط ش,26,130,بَطَشۡتُمۡ,
ب ط ش,26,130,بَطَشۡتُمۡ,
ج ب ر,26,130,جَبَّارِيۡنَ‌ۚ‏,
ا ل ه,26,131,اللّٰهَ,
ط و ع,26,131,وَاَطِيۡعُوۡنِ‌ۚ‏,
و ق ي,26,131,فَاتَّقُوۡا,
ٱلَّذِى,26,132,الَّذِىۡۤ,
ع ل م,26,132,تَعۡلَمُوۡنَ‌ۚ‏,
م د د,26,132,اَمَدَّكُمۡ,
و ق ي,26,132,وَاتَّقُوۡا,
ب ن ي,26,133,وَّبَنِيۡنَ ‌ۚۙ‏,
م د د,26,133,اَمَدَّكُمۡ,
ن ع م,26,133,بِاَنۡعَامٍ,
ج ن ن,26,134,وَجَنّٰتٍ,
ع ي ن,26,134,وَّعُيُوۡنٍ‌ۚ‏,
خ و ف,26,135,اَخَافُ,
ع ذ ب,26,135,عَذَابَ,
ع ظ م,26,135,عَظِيۡمٍؕ‏,
ي و م,26,135,يَوۡمٍ,
أَم,26,136,اَمۡ,
س و ي,26,136,سَوَآءٌ,
ق و ل,26,136,قَالُوۡا,
ك و ن,26,136,تَكُنۡ,
و ع ظ,26,136,اَوَعَظۡتَ,
و ع ظ,26,136,الۡوٰعِظِيۡنَۙ‏,
ا و ل,26,137,الۡاَوَّلِيۡنَۙ‏,
إِلَّا,26,137,اِلَّا,
خ ل ق,26,137,خُلُقُ,
ع ذ ب,26,138,بِمُعَذَّبِيۡنَ‌ۚ‏,
ا م ن,26,139,مُّؤۡمِنِيۡنَ‏,
ك ث ر,26,139,اَكۡثَرُهُمۡ,
ك ذ ب,26,139,فَكَذَّبُوۡهُ,
ك و ن,26,139,كَانَ,
ه ل ك,26,139,فَاَهۡلَـكۡنٰهُمۡ‌ؕ,
ر ب ب,26,140,رَبَّكَ,
ر ح م,26,140,الرَّحِيۡمُ‏,
ع ز ز,26,140,الۡعَزِيۡزُ,
ر س ل,26,141,الۡمُرۡسَلِيۡنَ‌ ۖ‌ۚ‏,
ك ذ ب,26,141,كَذَّبَتۡ,
ا خ و,26,142,اَخُوۡهُمۡ,
إِذ,26,142,اِذۡ,
ص ل ح,26,142,صٰلِحٌ,
ق و ل,26,142,قَالَ,
و ق ي,26,142,تَتَّقُوۡنَ‌ۚ‏,
ا م ن,26,143,اَمِيۡنٌۙ‏,
ر س ل,26,143,رَسُوۡلٌ,
ا ل ه,26,144,اللّٰهَ,
ط و ع,26,144,وَاَطِيۡعُوۡنِ‌ۚ‏,
و ق ي,26,144,فَاتَّقُوۡا,
إِلَّا,26,145,اِلَّا,
ر ب ب,26,145,رَبِّ,
س ا ل,26,145,اَسۡــَٔلُكُمۡ,
ع ل م,26,145,الۡعٰلَمِيۡنَؕ‏,
ا م ن,26,146,اٰمِنِيۡنَۙ‏,
ت ر ك,26,146,اَتُتۡرَكُوۡنَ,
ج ن ن,26,147,جَنّٰتٍ,
ع ي ن,26,147,وَّعُيُوۡنٍۙ‏,
ز ر ع,26,148,وَّزُرُوۡعٍ,
ط ل ع,26,148,طَلۡعُهَا,
ن خ ل,26,148,وَّنَخۡلٍ,
ه ض م,26,148,هَضِيۡمٌ‌ۚ‏,
ب ي ت,26,149,بُيُوۡتًا,
ج ب ل,26,149,الۡجِبَالِ,
ف ر ه,26,149,فٰرِهِيۡنَ‌ۚ‏,
ن ح ت,26,149,وَتَـنۡحِتُوۡنَ,
ا ل ه,26,150,اللّٰهَ,
ط و ع,26,150,وَاَطِيۡعُوۡنِ‌ۚ‏,
و ق ي,26,150,فَاتَّقُوۡا,
س ر ف,26,151,الۡمُسۡرِفِيۡنَۙ‏,
ط و ع,26,151,تُطِيۡعُوۡۤا,
ٱلَّذِى,26,152,الَّذِيۡنَ,
ا ر ض,26,152,الۡاَرۡضِ,
ص ل ح,26,152,يُصۡلِحُوۡنَ‏,
ف س د,26,152,يُفۡسِدُوۡنَ,
س ح ر,26,153,الۡمُسَحَّرِيۡنَ‌ۚ‏,
ق و ل,26,153,قَالُوۡۤا,
ا ي ي,26,154,بِاٰيَةٍ,
إِلَّا,26,154,اِلَّا,
ب ش ر,26,154,بَشَرٌ,
ص د ق,26,154,الصّٰدِقِيۡنَ‏,
ك و ن,26,154,كُنۡتَ,
م ث ل,26,154,مِّثۡلُنَا‌ ۖۚ,
ش ر ب,26,155,شِرۡبٌ,
ش ر ب,26,155,شِرۡبُ,
ع ل م,26,155,مَّعۡلُوۡمٍ‌ۚ‏,
ق و ل,26,155,قَالَ,
ن و ق,26,155,نَاقَةٌ,
ي و م,26,155,يَوۡمٍ,
ا خ ذ,26,156,فَيَاۡخُذَكُمۡ,
س و ا,26,156,بِسُوۡٓءٍ,
ع ذ ب,26,156,عَذَابُ,
ع ظ م,26,156,عَظِيۡمٍ‏,
م س س,26,156,تَمَسُّوۡهَا,
ي و م,26,156,يَوۡمٍ,
ص ب ح,26,157,فَاَصۡبَحُوۡا,
ع ق ر,26,157,فَعَقَرُوۡهَا,
ن د م,26,157,نٰدِمِيۡنَۙ‏,
ا خ ذ,26,158,فَاَخَذَهُمُ,
ا م ن,26,158,مُّؤۡمِنِيۡنَ‏,
ا ي ي,26,158,لَاَيَةً‌ ؕ,
ع ذ ب,26,158,الۡعَذَابُ‌ؕ,
ك ث ر,26,158,اَكۡثَرُهُمۡ,
ك و ن,26,158,كَانَ,
ر ب ب,26,159,رَبَّكَ,
ر ح م,26,159,الرَّحِيۡمُ‏,
ع ز ز,26,159,الۡعَزِيۡزُ,
ر س ل,26,160,الۡمُرۡسَلِيۡنَ‌ ۖ‌ۚ‏,
ق و م,26,160,قَوۡمُ,
ك ذ ب,26,160,كَذَّبَتۡ,
ا خ و,26,161,اَخُوۡهُمۡ,
إِذ,26,161,اِذۡ,
ق و ل,26,161,قَالَ,
و ق ي,26,161,تَتَّقُوۡنَ‌ۚ‏,
ا م ن,26,162,اَمِيۡنٌۙ‏,
ر س ل,26,162,رَسُوۡلٌ,
ا ل ه,26,163,اللّٰهَ,
ط و ع,26,163,وَاَطِيۡعُوۡنِ‌ۚ‏,
و ق ي,26,163,فَاتَّقُوۡا,
ا ج ر,26,164,اَجۡرِىَ,
إِلَّا,26,164,اِلَّا,
ر ب ب,26,164,رَبِّ,
س ا ل,26,164,اَسۡـَٔلُكُمۡ,
ع ل م,26,164,الۡعٰلَمِيۡنَؕ‏,
ذ ك ر,26,165,الذُّكۡرَانَ,
ع ل م,26,165,الۡعٰلَمِيۡنَۙ‏,
خ ل ق,26,166,خَلَقَ,
ر ب ب,26,166,رَبُّكُمۡ,
ز و ج,26,166,اَزۡوَاجِكُمۡ‌ؕ,
ع د و,26,166,عٰدُوۡنَ‏,
ق و م,26,166,قَوۡمٌ,
و ذ ر,26,166,وَتَذَرُوۡنَ,
خ ر ج,26,167,الۡمُخۡرَجِيۡنَ‏,
ق و ل,26,167,قَالُوۡا,
ن ه ي,26,167,تَنۡتَهِ,
ع م ل,26,168,لِعَمَلِكُمۡ,
ق ل ي,26,168,الۡقَالِيۡنَؕ‏,
ق و ل,26,168,قَالَ,
ا ه ل,26,169,وَاَهۡلِىۡ,
ر ب ب,26,169,رَبِّ,
ع م ل,26,169,يَعۡمَلُوۡنَ‏,
ن ج و,26,169,نَجِّنِىۡ,
ا ه ل,26,170,وَاَهۡلَهٗۤ,
ج م ع,26,170,اَجۡمَعِيۡنَۙ‏,
ن ج و,26,170,فَنَجَّيۡنٰهُ,
إِلَّا,26,171,اِلَّا,
ع ج ز,26,171,عَجُوۡزًا,
غ ب ر,26,171,الۡغٰبِرِيۡنَ‌ۚ‏,
ا خ ر,26,172,الۡاٰخَرِيۡنَ‌ۚ‏,
د م ر,26,172,دَمَّرۡنَا,
س و ا,26,173,فَسَآءَ,
م ط ر,26,173,وَاَمۡطَرۡنَا,
م ط ر,26,173,مَّطَرًا‌ۚ,
م ط ر,26,173,مَطَرُ,
ن ذ ر,26,173,الۡمُنۡذَرِيۡنَ‏,
ا م ن,26,174,مُّؤۡمِنِيۡنَ‏,
ا ي ي,26,174,لَاَيَةً‌ ؕ,
ك ث ر,26,174,اَكۡثَرُهُمۡ,
ك و ن,26,174,كَانَ,
ر ب ب,26,175,رَبَّكَ,
ر ح م,26,175,الرَّحِيۡمُ‏,
ع ز ز,26,175,الۡعَزِيۡزُ,
ر س ل,26,176,الۡمُرۡسَلِيۡنَ ‌ۖ‌ۚ‏,
ص ح ب,26,176,اَصۡحٰبُ,
ك ذ ب,26,176,كَذَّبَ,
إِذ,26,177,اِذۡ,
ق و ل,26,177,قَالَ,
و ق ي,26,177,تَتَّقُوۡنَ‌ۚ‏,
ا م ن,26,178,اَمِيۡنٌۙ‏,
ر س ل,26,178,رَسُوۡلٌ,
ا ل ه,26,179,اللّٰهَ,
ط و ع,26,179,وَاَطِيۡعُوۡنِ‌ۚ‏,
و ق ي,26,179,فَاتَّقُوۡا,
ا ج ر,26,180,اَجۡرٍ‌ۚ,
ا ج ر,26,180,اَجۡرِىَ,
إِلَّا,26,180,اِلَّا,
ر ب ب,26,180,رَبِّ,
س ا ل,26,180,اَسۡـَٔلُكُمۡ,
